Epoch,Loss,Accuracy
1,3.0354344844818115,0.1982421875
2,2.1439132690429688,0.4052734375
3,1.7378263473510742,0.5146484375
4,1.5115293264389038,0.560546875
5,1.3579654693603516,0.5927734375
6,1.283941626548767,0.611328125
7,1.2179100513458252,0.6162109375
8,1.1490209102630615,0.638671875
9,1.0999610424041748,0.6494140625
10,1.082243800163269,0.6455078125
11,1.0145461559295654,0.671875
12,0.9903527498245239,0.671875
13,0.9417352676391602,0.6845703125
14,0.9130626916885376,0.71484375
15,0.8837641477584839,0.71484375
16,0.8617478609085083,0.7294921875
17,0.8614436388015747,0.7275390625
18,0.821094274520874,0.73046875
19,0.7906575202941895,0.73046875
20,0.8082136511802673,0.724609375
21,0.7643898725509644,0.751953125
22,0.7714720964431763,0.7421875
23,0.7513989806175232,0.7578125
24,0.7523523569107056,0.7490234375
25,0.7262332439422607,0.7578125
26,0.7179510593414307,0.767578125
27,0.714613676071167,0.771484375
28,0.713196873664856,0.76171875
29,0.6984301209449768,0.7822265625
30,0.689568281173706,0.771484375
31,0.6853756308555603,0.759765625
32,0.6441841721534729,0.7802734375
33,0.6748703718185425,0.7744140625
34,0.6282079219818115,0.78125
35,0.6244269609451294,0.7900390625
36,0.6390899419784546,0.7880859375
37,0.6283991932868958,0.796875
38,0.6121578216552734,0.78125
39,0.563770055770874,0.8173828125
40,0.5645925402641296,0.806640625
41,0.5581046938896179,0.814453125
42,0.5668489336967468,0.8037109375
43,0.5539896488189697,0.8076171875
44,0.5497851371765137,0.8154296875
45,0.5118231177330017,0.8232421875
46,0.5174501538276672,0.8310546875
47,0.5287039279937744,0.8125
48,0.5058302283287048,0.8349609375
49,0.5121659636497498,0.8173828125
50,0.5153331756591797,0.8291015625
51,0.5045811533927917,0.8232421875
52,0.47483572363853455,0.845703125
53,0.47902926802635193,0.841796875
54,0.4828721880912781,0.83984375
55,0.4955570697784424,0.8251953125
56,0.48395922780036926,0.8359375
57,0.46452033519744873,0.8349609375
58,0.4566994309425354,0.845703125
59,0.459844708442688,0.8408203125
60,0.447650283575058,0.857421875
61,0.43972525000572205,0.84765625
62,0.42289602756500244,0.861328125
63,0.43291378021240234,0.861328125
64,0.4110124111175537,0.8701171875
65,0.41146761178970337,0.8623046875
66,0.39901185035705566,0.869140625
67,0.43170344829559326,0.8623046875
68,0.4310200810432434,0.8642578125
69,0.4187474250793457,0.87109375
70,0.4273693561553955,0.86328125
71,0.3957803547382355,0.88671875
72,0.372672975063324,0.8740234375
73,0.3965081572532654,0.869140625
74,0.4146111309528351,0.8623046875
75,0.3841833770275116,0.8740234375
76,0.36058324575424194,0.880859375
77,0.3700798749923706,0.876953125
78,0.39230453968048096,0.8681640625
79,0.4022103548049927,0.86328125
80,0.37342369556427,0.8798828125
81,0.3812277913093567,0.8828125
82,0.3892756700515747,0.8720703125
83,0.3691680431365967,0.8759765625
84,0.37835296988487244,0.8837890625
85,0.3573639392852783,0.8779296875
86,0.3837975263595581,0.8662109375
87,0.3621549606323242,0.8779296875
88,0.3430081605911255,0.8828125
89,0.34979602694511414,0.884765625
90,0.362740159034729,0.8837890625
